response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note
Phase 1: Best Retriever-Dense-19,Dense,19,depression,suicidal,"Label: suicidal
Evidence: [5] says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning)""
Justification: The post expresses a persistent and intense desire to die, along with recurrent thoughts of death and recurrent suicidal ideation, which aligns with the diagnostic criteria for suicidal behavior. The evidence from ICD-11 indicates that the presence of at least five symptoms, including recurrent thoughts of death and suicidal ideation, is required for a diagnosis of suicidal behavior. The post reflects a pattern of persistent distress and a desire to end one's life, which is consistent with the clinical features of suicidal behavior.",[1] 6D50_essential_features_p1 || [2] 6C21_essential_features_p1 || [3] 6C21_boundary_with_normality_p1 || [4] 6B23_essential_features_p1 || [5] 6A8Z_essential_features_p1 || [6] 6B21_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-20,Dense,20,normal,normal,"Label: normal  
Evidence: [9] says: ""Infrequent overeating or feasting during culturally sanctioned holidays or occasional celebrations should not be characterized as binge eating for the purpose of assigning a diagnosis of bulimia nervosa.""  
Justification: The post mentions ""NowPlaying Rio Febrian - I Survive #GMHR #MorningIndoBox,"" which is a casual social media statement without any mention of eating or weight-related behaviors. The text does not indicate any intent to binge eat or engage in compensatory behaviors, and there is no reference to eating disorders. Therefore, it does not meet the criteria for bulimia nervosa.",[1] 6B00_boundary_with_normality_p1 || [2] 6B00_essential_features_p1 || [3] 6B01_boundary_with_normality_p1 || [4] 6B01_essential_features_p1 || [5] 6B03_boundary_with_normality_p1 || [6] 6B03_essential_features_p1 || [7] 6C70_boundary_with_normality_p1 || [8] 6C70_essential_features_p1 || [9] 6B81_boundary_with_normality_p1 || [10] 6B81_essential_features_p1,,,,
Phase 1: Best Retriever-Dense-21,Dense,21,normal,normal,"Label: normal
Evidence: [7] (Mood disorder, unspecified — Boundary with Normality) says: ""Some depression of mood is a normal reaction to severe adverse life events and problems (e.g. divorce, job loss), and is common in the community. A depressive episode is differentiated from this common experience by the severity, range and duration of symptoms.""
Justification: The post describes a person experiencing depression of mood due to a severe adverse life event (laying in bed for seven hours and not being able to sleep). This aligns with the ICD-11 description of mood disorder, unspecified, where some depression of mood is a normal reaction to severe adverse life events. The individual is experiencing a normal reaction to a severe adverse life event, and there is no indication of a depressive episode that meets the diagnostic criteria for a mood disorder.",[1] 6A8Z_essential_features_p1 || [2] 6B23_essential_features_p1 || [3] 6C4G.71_essential_features_p1 || [4] 6A72_boundary_with_normality_p1 || [5] 6A72_essential_features_p1 || [6] 6C4G.70_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-22,Dense,22,normal,normal,"Label: normal
Evidence: [3] Mood disorder, unspecified — Essential Features: suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post mentions ""I want to make a fa.. but I'm afraid I won't take care of it,"" which indicates a possible fear of not being able to take care of oneself. However, there is no explicit mention of suicidal ideation or a specific plan, and the statement is ambiguous. The evidence from ICD-11 suggests that the presence of suicidal ideation or a specific plan would warrant a label of ""suicidal."" Since the post does not clearly indicate such elements, the label is ""normal.""",[1] 6D50_essential_features_p1 || [2] 6B24_essential_features_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B01_essential_features_p1 || [5] 6B01_boundary_with_normality_p1 || [6] 6D72_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-23,Dense,23,normal,normal,"Label: normal
Evidence: [2] says: ""The experience of bodily symptoms and occasional concern about them is normal. However, people with bodily distress disorder report greater distress about their bodily symptoms than would generally be regarded as proportional to the nature of the symptoms, and their excessive attention to their symptoms is not alleviated by appropriate clinical examination and investigations, and by reassurance from health-care providers.""
Justification: The post mentions physical symptoms (sprained leg, pus, stomach pain) but does not indicate any distress or impairment. The symptoms are described as normal and not indicative of a disorder. The evidence from ICD-11 suggests that such symptoms are considered normal unless there is excessive attention or distress, which is not present in the post.",[1] 6C2Y_essential_features_p1 || [2] 6C20.Z_boundary_with_normality_p1 || [3] 6C20_essential_features_p1 || [4] 6B4Z_essential_features_p1 || [5] 6B41_essential_features_p1 || [6] 6B41_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-24,Dense,24,normal,normal,"Label: normal
Evidence: [3] says: ""Mild difficulties remembering autobiographical events are common, especially as a result of normal ageing. Forgetting early childhood events is also developmentally typical. However, in contrast to dissociative amnesia, normal forgetting: does not typically involve sustained and extensive forgetting of substantial life episodes or significant personal facts; is usually reversed following reminders of forgotten episodes and personal facts; does not have its onset following stressful or traumatic events; does not result in significant impairment in functioning.""
Justification: The post describes a romantic scenario involving a person at a warteg, but does not indicate any symptoms of mental illness. The text is consistent with normal behavior and does not suggest any signs of depression, generalized anxiety disorder, delirium, or other mental health conditions.",[1] 6B00_boundary_with_normality_p1 || [2] 6B00_essential_features_p1 || [3] 6B61.Z_boundary_with_normality_p1 || [4] 6D70_boundary_with_normality_p1 || [5] 6D70_essential_features_p1 || [6] GA34.41_boundary_with_normality_p1 || [7] GA34.41_essential_features_p1 || [8] 6A4Z_essential_features_p1,,,,
Phase 1: Best Retriever-Dense-25,Dense,25,normal,normal,"Label: normal
Evidence: <ICD-11 chunk [9] says: ""The situations are actively avoided, are entered only under specific circumstances (e.g. in the presence of a companion), or else are endured with intense fear or anxiety. The symptoms are not transient – that is, they persist for an extended period of time (e.g. at least several months). The symptoms are not better accounted for by another mental disorder (e.g. paranoid ideation in delusional disorder, social withdrawal in depressive disorders). The symptoms result in significant distress about experiencing persistent anxiety symptoms or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort."">
Justification: The post mentions waiting for a comeback and expressing a desire for a comeback, which is a common expression of hope or expectation. The statement does not indicate any mental health disorder, and there is no mention of symptoms that would meet the diagnostic criteria for any of the listed conditions. The text is neutral and does not reflect a mental health issue.",[1] 6C01_essential_features_p1 || [2] 6B06_boundary_with_normality_p1 || [3] 6B06_essential_features_p1 || [4] 6B04_boundary_with_normality_p1 || [5] 6B04_essential_features_p1 || [6] 6A02_boundary_with_normality_p1 || [7] 6A02_essential_features_p1 || [8] 6B02_boundary_with_normality_p1 || [9] 6B02_essential_features_p1,,,,
Phase 1: Best Retriever-Dense-26,Dense,26,normal,normal,"Label: normal
Evidence: [3] says: ""The age of acquisition of academic skills varies, and later acquisition of a particular academic skill compared to same-age peers does not necessarily indicate the presence of a disorder.""
Justification: The post mentions ""basic math getting their discord = wanting the D,"" which suggests a struggle with mathematical concepts. This is not indicative of a neurodevelopmental disorder, as the statement does not mention persistent language or learning difficulties, and the context is unclear. The evidence from ICD-11 indicates that difficulties in academic skills are not necessarily indicative of a disorder unless there is persistent impairment.",[1] 6A03_essential_features_p1 || [2] 6A01.2_essential_features_p1 || [3] 6A03.Z_boundary_with_normality_p1 || [4] 6A00_essential_features_p1 || [5] 6A01.23_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-27,Dense,27,normal,normal,"Label: normal
Evidence: [3] says: ""Transient alterations in sensory or cognitive functions that can accompany intense engagement in work or sports, or intense emotional states and transient difficulties in coordinating movements (e.g. during situations of intense anxiety) are relatively common, 370 Clinical Descriptions and Diagnostic Requirements for ICD-11 Mental, Behavioural or Neurodevelopmental Disorders and do not result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. Such transient experiences should not be considered as symptomatic of dissociative neurological symptom disorder.""
Justification: The post mentions a desire to play the Reindeer Game, which is a form of entertainment and does not indicate any mental health disorder. The statement is contextually appropriate and does not reflect symptoms consistent with any of the listed disorders.",[1] 6D51_boundary_with_normality_p1 || [2] 6D51_essential_features_p1 || [3] 6B60.Z_boundary_with_normality_p1 || [4] 6E21_boundary_with_normality_p1 || [5] 6E21_essential_features_p1 || [6] 6A8Z_boundary_with_normality_p1 || [7] 6C51.Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-28,Dense,28,normal,normal,"Label: normal
Evidence: [4] says: ""Measurement of the presence or concentration of a substance in breath, blood, saliva, urine or other body fluids may be an important tool in the clinical management of substance intoxication. However, detection of a psychoactive substance in body fluids does not constitute a presumptive diagnosis of substance intoxication.""
Justification: The post mentions being ""just booted into window to upload something since internet is even worse under ubuntu,"" which does not indicate any substance use or intoxication. There is no mention of substance use or intoxication in the post, and the statement reflects a normal user experience rather than a mental health condition.",[1] 6C4G.72_essential_features_p1 || [2] 6C4G.Y_essential_features_p1 || [3] 6C4G.3_essential_features_p1 || [4] 6C4G.3_boundary_with_normality_p1 || [5] 6B00_boundary_with_normality_p1 || [6] 6B00_essential_features_p1 || [7] 6B64_essential_features_p1 || [8] 6B64_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-29,Dense,29,normal,normal,"Label: normal  
Evidence: [2] says: ""A history of grossly insu&cient care of a child is required for diagnosis, which may include: ...""]  
Justification: The post does not contain any mention of mental health issues, self-harm, or suicidal ideation. The statement ""the world needs more polite people like us"" is neutral and does not reflect a clinical diagnosis.",[1] 6D10.0_essential_features_p1 || [2] 6B45_boundary_with_normality_p1 || [3] 6B45_essential_features_p1 || [4] 6D10.1_essential_features_p1 || [5] 6D11.5_essential_features_p1 || [6] GA34.41_boundary_with_normality_p1 || [7] GA34.41_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-0,Hybrid,0,suicidal,suicidal,"Label: suicidal
Evidence: [3] (Mood disorder, unspecified — Essential Features) • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning
Justification: The post contains a recurrent thought of death and recurrent suicidal ideation, which aligns with the diagnostic criteria for mood disorder, unspecified. The individual is expressing a desire to end their life and is seeking a more efficient way to do so, which is consistent with the clinical features of suicidal ideation. The mention of age 13 and the lack of a gun suggests a specific risk factor, but the primary concern is the presence of suicidal ideation, which is a key component of the diagnostic criteria for mood disorder, unspecified.",[1] 6A06_essential_features_p1 || [2] 6A06.Z_boundary_with_normality_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B42_boundary_with_normality_p1 || [5] 6C73_essential_features_p1 || [6] 6B42_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-1,Hybrid,1,suicidal,suicidal,"Label: suicidal|depression
Evidence: [5] (Mood disorder, unspecified — Essential Features) says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster""
Justification: The post contains expressions of severe emotional distress, feelings of hopelessness, and a desire to be alone and broken, which align with the diagnostic criteria for depression and suicidal ideation. The mention of feeling ""like a broken forgotten clock"" and the desire to ""let go of the trauma"" indicates significant emotional and psychological distress, consistent with the essential features of depression.",[1] 6A72_boundary_with_normality_p1 || [2] 6A72_essential_features_p1 || [3] 6A73_essential_features_p1 || [4] 6A73_boundary_with_normality_p1 || [5] 6A8Z_essential_features_p1 || [6] 6B41_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1 || [8] 6B66_boundary_with_normality_p1 || [9] 6B66_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-2,Hybrid,2,suicidal,suicidal,"Label: suicidal
Evidence: [5] (Mood disorder, unspecified — Essential Features): suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post contains expressions of suicidal ideation (""I am done, I am over it... I am done"" and ""God please bless my soul... I am done"") which align with the diagnostic criteria for suicidal ideation as outlined in ICD-11. The text reflects a sense of hopelessness and despair, which are key indicators of suicidal ideation.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A8Z_essential_features_p1 || [6] 6A8Z_boundary_with_normality_p1 || [7] GA34.41_boundary_with_normality_p1 || [8] 6B66_boundary_with_normality_p1 || [9] GA34.41_essential_features_p1 || [10] 6B66_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-3,Hybrid,3,suicidal,suicidal,"Label: suicidal
Evidence: [5] (Mood disorder, unspecified — Essential Features) says: ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-beavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post mentions recurring thoughts of death, recurrent suicidal ideation, and a desire to end one's life, which align with the essential features of mood disorder, unspecified. The symptoms are not a manifestation of another medical condition and are not due to the effects of a substance or medication on the central nervous system. The symptoms result in significant distress about experiencing persistent mood instability, which connects to the evidence.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A8Z_essential_features_p1 || [6] 6B20_essential_features_p1 || [7] 6B23_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-4,Hybrid,4,suicidal,suicidal,"Label: suicidal
Evidence: [2] says: ""At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.)""
Justification: The post expresses a desire to die and mentions having many mental illnesses, which aligns with the diagnostic criteria for suicidal ideation. The mention of ""I want to die"" and the context of ""many mental illnesses"" support the classification as suicidal.",[1] 6A7Y_essential_features_p1 || [2] 6A8Z_essential_features_p1 || [3] 6A73_essential_features_p1 || [4] 6A73_boundary_with_normality_p1 || [5] 6B41_essential_features_p1 || [6] 6C20_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-5,Hybrid,5,suicidal,suicidal,"Label: suicidal
Evidence: [2] says: ""In children and adolescents depressed mood can manifest as pervasive irritability. • The depressed mood is accompanied by additional symptoms typically seen in a depressive episode, though these may be milder in form. Examples include: • markedly diminished interest or pleasure in activities • reduced concentration and attention, or indecisiveness • low self-worth, or excessive or inappropriate guilt • hopelessness about the future • disturbed sleep or increased sleep • diminished or increased appetite • low energy or fatigue. • During the first 2 years of the disorder, there has never been a 2-week period during which the number and duration of symptoms were sufficient to meet the diagnostic requirements for a depressive episode. • While brief symptom-free intervals during the period of persistent depressed mood are consistent with the diagnosis, there have never been any prolonged symptom-free periods (e.g. lasting 2 months or more) since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation""
Justification: The post expresses a sense of despair and hopelessness, with the individual stating they ""just hate my life"" and ""want to end my life but I am very afraid to."" This aligns with the diagnostic criteria for suicidal behavior, as outlined in ICD-11, particularly in the context of persistent depressed mood and the presence of additional symptoms such as low self-worth and hopelessness. The individual's statement reflects the essential features of suicidal behavior, which is a key component of the diagnostic criteria for suicidal behavior.",[1] 6A72_boundary_with_normality_p1 || [2] 6A72_essential_features_p1 || [3] 6A73_essential_features_p1 || [4] 6A73_boundary_with_normality_p1 || [5] 6A8Z_essential_features_p1 || [6] 6B41_essential_features_p1 || [7] 6B05_essential_features_p1 || [8] 6B05_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-6,Hybrid,6,suicidal,suicidal,"Label: suicidal
Evidence: [5] (Mood disorder, unspecified — Essential Features): • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post mentions recurrent thoughts of death, recurrent suicidal ideation, and evidence of attempted suicide, which are consistent with the diagnostic criteria for suicidal behavior. The mention of overdosing twice before and the hesitation due to medication limitations further supports the classification as suicidal.",[1] 6A73_essential_features_p1 || [2] 6A73_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A8Z_essential_features_p1 || [6] 6C4G.70_essential_features_p1 || [7] 6C4G.71_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-7,Hybrid,7,suicidal,suicidal,"Label: suicidal|depression
Evidence: [3] (Mood disorder, unspecified — Essential Features): ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post mentions ""Not sure if Ill be able to take it Its getting harder and harder,"" which indicates suicidal ideation. The evidence from ICD-11 chunk [3] supports the diagnosis of mood disorder with suicidal ideation, which is consistent with the post.",[1] 6A73_essential_features_p1 || [2] 6A73_boundary_with_normality_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B42_essential_features_p1 || [5] 6B66_essential_features_p1 || [6] 6B43_essential_features_p1,,,,
Phase 1: Best Retriever-Hybrid-8,Hybrid,8,suicidal,suicidal,"Label: suicidal
Evidence: [2] says: ""In children and adolescents depressed mood can manifest as pervasive irritability. • The depressed mood is accompanied by additional symptoms typically seen in a depressive episode, though these may be milder in form. Examples include: • markedly diminished interest or pleasure in activities • reduced concentration and attention, or indecisiveness • low self-worth, or excessive or inappropriate guilt • hopelessness about the future • disturbed sleep or increased sleep • diminished or increased appetite • low energy or fatigue. • During the first 2 years of the disorder, there has never been a 2-week period during which the number and duration of symptoms were sufficient to meet the diagnostic requirements for a depressive episode. • While brief symptom-free intervals during the period of persistent depressed mood are consistent with the diagnosis, there have never been any prolonged symptom-free periods (e.g. lasting 2 months or more) since the onset of the disorder. • There is no history of manic, mixed or hypomanic episodes, which would indicate the presence of a bipolar or related disorder. • The symptoms are not a manifestation""
Justification: The post describes a plan involving the use of a suicide pill as a placebo, with the intention of mitigating anxiety and fear through a controlled experiment. This aligns with the ICD-11 criteria for suicidal behavior, as it involves a deliberate attempt to manage emotional distress through a potentially harmful method. The evidence from ICD-11 supports the classification of the post as suicidal, as it reflects a risk-taking behavior with a potential for harm.",[1] 6A72_boundary_with_normality_p1 || [2] 6A72_essential_features_p1 || [3] 6B63_essential_features_p1 || [4] 6C4G.71_essential_features_p1 || [5] 6A8Z_essential_features_p1 || [6] 6B66_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-9,Hybrid,9,suicidal,normal,"Label: normal
Evidence: [2] says: ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should be made relative to typical functioning of the individual.""
Justification: The post mentions a ""damn :/ it be like that sometimes,"" which suggests a temporary emotional state but does not indicate persistent depressive symptoms. The statement reflects a common experience and does not meet the criteria for dysthymic disorder, which requires more severe and prolonged symptoms. The post does not show signs of significant distress or impairment in functioning, and the context is neutral.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6B20_essential_features_p1 || [4] 6A62_essential_features_p1 || [5] 6A62_boundary_with_normality_p1 || [6] 6A8Z_essential_features_p1 || [7] 6B23_essential_features_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-10,Hybrid,10,depression,depression,"Label: depression
Evidence: [8] (Mood disorder, unspecified — Essential Features): ""The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post describes persistent feelings of depression, stress, and a sense of being trapped, which align with the essential features of mood disorder, unspecified. The symptoms include depressed mood, markedly diminished interest, recurrent thoughts of death, and recurrent suicidal ideation, all of which are consistent with the diagnostic criteria for depression.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A73_essential_features_p1 || [6] 6A73_boundary_with_normality_p1 || [7] 6A71_essential_features_p1 || [8] 6A8Z_essential_features_p1 || [9] 6A72_essential_features_p2,,,,
Phase 1: Best Retriever-Hybrid-11,Hybrid,11,depression,depression,"Label: depression
Evidence: [5] (Recurrent depressive disorder — Essential Features) says: ""A history of at least two depressive episodes (see above essential features), which may include a current episode, separated by several months without significant mood disturbance is required for diagnosis.""
Justification: The post mentions struggling with depression and questioning one's identity, which aligns with the essential features of recurrent depressive disorder. The mention of writing a song and the statement ""I know I am not supposed to do it"" indicates a persistent depressive state and the associated distress, supporting the diagnosis of depression.",[1] 6A72_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A71_essential_features_p1 || [6] 6B23_essential_features_p1 || [7] 6D50_essential_features_p1 || [8] 6A72_essential_features_p2,,,,
Phase 1: Best Retriever-Hybrid-12,Hybrid,12,depression,suicidal,"Label: suicidal
Evidence: [4] (Mood disorder, unspecified — Essential Features): ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post contains the phrase ""I will not be remembered for anything and Ill die as nothing,"" which indicates suicidal ideation. This aligns with the diagnostic criteria for mood disorder, unspecified, which includes suicidal ideation as part of its essential features.",[1] 6B61.Z_boundary_with_normality_p1 || [2] 6B40_essential_features_p1 || [3] 6B41_essential_features_p1 || [4] 6A8Z_essential_features_p1 || [5] 6B61_essential_features_p1 || [6] 6B41_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Hybrid-13,Hybrid,13,depression,suicidal,"Label: suicidal|depression
Evidence: [6] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster""
Justification: The post contains suicidal ideation (""made the mistake of not dying. Would have made everyone happier had I just died do not mind me, just a pathetic idiot no one cares about"") which aligns with the ICD-11 definition of mood disorder, unspecified, including suicidal ideation. The evidence connects to the post through the mention of suicidal ideation.",[1] 6A72_boundary_with_normality_p1 || [2] 6A72_essential_features_p1 || [3] 6D50_essential_features_p1 || [4] 6B21_essential_features_p1 || [5] 6C21_essential_features_p1 || [6] 6A8Z_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1 || [8] 6C21_boundary_with_normality_p1 || [9] 6A72_essential_features_p2,,,,
Phase 1: Best Retriever-Hybrid-14,Hybrid,14,depression,depression,"Label: <depression>
Evidence: <ICD-11 chunk [1] says: ""Persistent preoccupation or fear about the possibility of having one or more serious, progressive or life-threatening illnesses is required for diagnosis. The preoccupation is accompanied by either: repetitive and excessive health-related behaviours, such as repeatedly checking of the body for evidence of illness, spending inordinate amounts of time searching for information about the feared illness or repeatedly seeking reassurance (e.g. arranging multiple medical consultations); or maladaptive avoidance behaviour related to health (e.g. avoiding medical appointments). The symptoms result in significant distress or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort. Obsessive-compulsive and related disorders"">
Justification: The post expresses intense anxiety and distress about a medical procedure and the potential for a serious illness, which aligns with the diagnostic criteria for hypochondriasis (ICD-11 chunk [1]). The individual's persistent preoccupation with the possibility of a serious illness and the associated emotional distress meet the criteria for depression, as the symptoms result in significant distress and impairment.",[1] 6B23_essential_features_p1 || [2] 6B40_essential_features_p1 || [3] 6B00_boundary_with_normality_p1 || [4] 6B01_essential_features_p1 || [5] 6B41_essential_features_p1 || [6] 6B00_essential_features_p1,,,,
